detail_key,cp,chapter_count,likes,publish_date,view_count,is_end
r12923,LingOrm,1,1,2025/11/10,95,0
r12924,TkNur,2,47,2025/11/12,2443,0
r12925,TkNur,2,20,2025/11/12,965,0
r12926,KaoJaneJaneKao,1,5,2025/11/10,278,0
r12927,LingOrm,11,13,2025/11/10,1842,0
r12928,MablePangjie,1,6,2025/11/12,453,0
r12929,EmiBonnie,13,18,2025/11/11,3924,1
r12930,TkNur,11,45,2025/11/15,8699,0
r12931,LingOrm,7,15,2025/12/10,1056,0
r12932,LingOrm,20,22,2025/11/12,7347,1
r12933,MablePangjie,1,19,2025/11/11,1022,0
r12934,LingOrm,1,0,2026/7/28,42,0
r12935,KaoJaneJaneKao,5,14,2025/11/11,1484,0
r12936,LingOrm,29,10,2025/11/16,8018,0
r12937,LingOrm,21,70,2025/11/11,36954,1
r12938,LingOrm,10,14,2025/11/17,5345,1
r12939,KaoJaneJaneKao,4,16,2025/11/11,1137,0
r12940,LingOrm,3,1,2025/11/11,183,1
r12941,LingOrm,27,286,2025/11/12,100405,1
r12942,FayMay,6,12,2025/11/12,1188,0
r12943,EngLot,15,3,2026/2/22,1953,1
r12944,FreenBecky,1,2,2025/11/11,38,1
r12945,TkNur,21,58,2025/11/14,20842,1
r12946,LingOrm,7,1,2025/11/11,89,0
r12947,LingOrm,7,14,2025/11/11,1868,1
r12948,GinJay,28,9,2025/11/11,2862,1
r12949,EngLot,2,2,2025/11/11,46,0
r12950,GinJay,14,15,2025/11/11,2593,1
r12951,EmiBonnie,15,306,2025/11/12,39297,0
r12952,EmiBonnie,15,429,2025/11/23,85351,1
r12953,FreenBecky,18,24,2025/12/6,4575,1
r12954,LingOrm,30,84,2025/12/21,60489,1
r12956,LenaMiu,5,56,2025/11/16,6096,0
r12957,LingOrm,20,0,2025/11/13,289,1
r12958,EmiBonnie,16,52,2025/11/12,14405,1
r12959,FreenBecky,30,12,2025/11/12,6885,1
r12960,EmiBonnie,3,7,2025/11/12,1088,0
r12961,FayMay,8,13,2025/11/12,974,1
r12962,MablePangjie,12,338,2025/11/15,40834,0
r12963,LingOrm,32,9,2025/11/12,2073,1
r12965,LingOrm,7,6,2026/2/9,1197,1
r12966,FreenBecky,6,17,2025/11/13,6342,1
r12967,FreenBecky,25,148,2025/11/14,37964,1
r12968,FreenBecky,5,7,2025/11/13,598,0
r12969,LingOrm,26,126,2025/11/13,54872,1
r12970,KaoJaneJaneKao,4,18,2025/11/17,1242,0
r12971,TkNur,7,35,2025/11/13,4252,0
r12972,KaoJaneJaneKao,5,48,2025/11/13,4305,1
r12973,TkNur,7,6,2025/12/7,1391,0
r12974,LingOrm,11,1,2026/4/21,481,0
r12975,EnjoyJune,4,9,2026/3/8,1025,0
r12976,JuneMewnich,16,17,2025/11/14,2553,0
r12977,EmiBonnie,1,2,2025/11/13,56,0
r12978,LingOrm,5,0,2026/1/30,89,0
r12979,TanYada,12,219,2025/12/9,11507,1
r12980,FayMay,5,8,2025/11/13,941,0
r12981,EngLot,6,2,2025/11/17,1271,1
r12982,TkNur,1,1,2026/1/23,183,0
r12984,EngLot,16,139,2025/11/14,28444,1
r12985,GinJay,3,36,2025/11/20,3174,0
r12986,LingOrm,6,21,2025/11/13,5463,0
r12987,LenaMiu,15,1319,2025/11/15,285620,1
r12988,EmiBonnie,16,6,2025/11/21,1461,0
r12989,LingOrm,18,180,2025/12/24,56297,1
r12990,TkNur,2,5,2025/11/15,292,0
r12991,LenaMiu,4,83,2025/12/6,8642,0
r12992,LingOrm,17,16,2025/11/16,3030,0
r12993,LingOrm,1,3,2026/4/12,179,0
r12995,EmiBonnie,1,8,2025/11/18,183,0
r12996,LingOrm,1,0,2026/5/18,59,0
r12997,LMSY,1,1,2025/11/15,159,0
r12998,MilkLove,8,9,2025/11/14,996,1
r12999,FreenBecky,4,12,2025/11/14,1675,0
r13000,EnjoyJune,21,57,2025/11/14,22144,1
r13002,MilkLove,4,8,2025/11/21,883,1
r13003,LingOrm,1,2,2026/1/10,179,0
r13004,LingOrm,24,1303,2025/11/18,379777,1
r13005,JuneMewnich,3,6,2025/11/28,415,0
r13006,EnjoyJune,18,57,2025/11/16,14855,1
r13007,LingOrm,2,6,2025/11/15,205,1
r13008,EmiBonnie,2,6,2025/11/15,570,0
r13009,MablePangjie,1,7,2025/11/16,649,0
r13010,NamtanFilm,3,6,2025/11/16,655,0
r13011,AndaLookkaew,1,2,2025/11/14,113,0
r13012,LMSY,9,17,2025/11/15,1042,0
r13013,GinJay,11,79,2025/11/16,18373,1
r13014,LingOrm,1,1,2025/11/14,40,0
r13015,LingOrm,2,1,2025/12/12,94,0
r13016,LingOrm,16,3,2025/11/21,1324,0
r13017,MeenBabe,7,8,2025/11/15,1713,1
r13018,LingOrm,10,4,2025/11/15,264,0
r13019,GinJay,8,15,2026/1/26,3281,0
r13020,FayMay,21,24,2025/11/29,4054,1
r13021,GinJay,30,14,2025/11/15,5072,1
r13022,EmiBonnie,2,1,2025/11/15,156,0
r13023,EngLot,21,16,2026/1/2,17654,1
r13024,LingOrm,1,1,2025/11/15,4,0
r13025,LingOrm,17,246,2025/12/1,60582,1
r13026,ViewJune,2,2,2025/11/15,54,1
r13027,LingOrm,16,371,2025/11/15,96476,1
r13028,LingOrm,1,2,2025/11/15,44,1
r13029,NamtanFilm,1,0,2026/3/2,45,0
r13030,LingOrm,12,4,2025/11/17,1281,0
r13031,LingOrm,1,1,2025/11/15,107,0
r13032,EngLot,5,0,2025/11/15,18,0
r13033,JuneMewnich,11,7,2025/12/19,562,0
r13034,FayMay,4,7,2025/11/15,803,0
r13035,LingOrm,2,0,2025/11/15,153,0
r13036,LingOrm,36,248,2025/11/22,85566,1
r13037,MablePangjie,8,41,2025/11/16,5290,0
r13038,LenaMiu,5,13,2025/11/15,1578,0
r13039,EngLot,12,24,2025/11/25,17343,1
r13041,LingOrm,18,33,2025/11/15,9310,1
r13042,NamtanFilm,1,2,2025/11/15,66,0
r13043,LingOrm,10,53,2025/12/1,8382,1
r13044,KaoJaneJaneKao,1,4,2025/11/15,336,0
r13045,LingOrm,3,0,2026/7/11,29,0
r13046,LenaMiu,12,208,2025/11/16,36450,0
r13047,LingOrm,1,2,2025/11/16,109,0
r13048,LingOrm,25,201,2025/11/16,81482,1
r13049,EmiBonnie,10,24,2025/12/31,2806,1
r13050,MablePangjie,1,0,2025/11/16,272,1
r13051,LenaMiu,12,252,2025/11/17,39497,0
r13052,LingOrm,27,245,2025/12/15,99847,1
r13053,LingOrm,1,8,2026/4/7,628,0
r13054,EmiBonnie,3,1,2025/11/16,202,0
r13055,GinJay,21,50,2025/11/16,12905,1
r13056,LingOrm,8,6,2025/11/16,579,0
r13057,NamtanFilm,26,203,2025/11/17,45166,1
r13058,FayMay,8,26,2025/11/25,3010,1
r13059,EnjoyJune,1,4,2026/1/13,199,0
r13060,EnjoyJune,18,37,2025/11/16,11059,1
r13061,MablePangjie,4,27,2025/11/21,2370,0
r13062,LingOrm,13,573,2025/11/20,125811,1
r13063,GinJay,31,10,2025/11/16,2360,1
r13064,ViewJune,4,4,2025/11/17,684,0
r13065,LingOrm,1,1,2025/11/17,71,0
r13066,LenaMiu,11,269,2025/11/18,70202,1
r13067,KaoJaneJaneKao,2,7,2025/11/20,829,0
r13068,LenaMiu,3,4,2025/11/17,573,0
r13069,LenaMiu,25,15,2025/11/17,12823,1
r13070,MeenBabe,1,16,2026/8/22,326,0
r13071,EngLot,6,6,2025/11/16,2839,0
r13072,LingOrm,18,35,2025/11/19,13799,1
r13073,MilkLove,2,1,2025/11/18,144,0
r13074,EngLot,55,59,2025/11/17,29615,1
r13075,LingOrm,6,37,2025/12/22,4670,0
r13076,LingOrm,6,0,2025/11/30,161,0
r13077,FreenBecky,18,32,2026/1/3,6267,1
r13078,FreenBecky,18,43,2026/1/4,10536,1
r13079,GinJay,12,77,2025/11/18,9801,1
r13080,EngLot,1,3,2026/8/25,121,0
r13081,MablePangjie,4,76,2025/11/17,5111,0
r13082,LingOrm,4,2,2025/11/17,273,1
r13083,EngLot,24,45,2025/11/20,42291,1
r13084,LenaMiu,1,21,2026/2/16,1088,0
r13085,MablePangjie,6,26,2025/11/17,3845,1
r13086,MablePangjie,9,92,2025/11/20,10671,0
r13087,ViewJune,1,1,2025/12/8,22,0
r13088,LingOrm,24,26,2025/11/18,8226,1
r13089,GinJay,7,6,2025/12/15,888,1
r13090,GinJay,6,24,2025/11/20,2771,0
r13091,NamtanFilm,3,4,2025/11/29,493,0
r13092,EmiBonnie,2,2,2025/12/6,50,0
r13093,EnjoyJune,3,8,2025/11/18,403,0
r13094,LingOrm,12,3,2025/11/17,619,0
r13095,FreenBecky,1,12,2026/5/9,287,0
r13096,LingOrm,2,0,2025/11/17,105,0
r13097,LenaMiu,3,18,2025/11/17,2819,0
r13098,EnjoyJune,1,16,2025/11/24,931,0
r13100,KaoJaneJaneKao,3,13,2026/1/28,768,0
r13101,NamtanFilm,15,195,2026/3/6,31216,1
r13102,NamtanFilm,5,5,2026/3/4,197,0
r13103,KaoJaneJaneKao,17,53,2025/11/20,7799,0
r13104,TkNur,5,17,2025/11/24,3444,0
r13105,LingOrm,1,121,2025/12/16,6070,1
r13106,LenaMiu,12,601,2025/12/9,47759,1
r13107,EmiBonnie,12,5,2025/11/19,2045,1
r13108,FayMay,7,32,2025/11/18,4153,1
r13109,LingOrm,9,3,2025/11/19,226,1
r13110,LingOrm,2,2,2025/11/18,68,0
r13111,GinJay,13,157,2025/11/18,25519,1
r13112,LingOrm,24,28,2025/11/20,13370,1
r13113,LenaMiu,12,102,2025/11/18,28094,1
r13114,LingOrm,29,134,2025/11/18,88387,1
r13115,LingOrm,25,176,2025/11/18,69038,1
r13116,MilkLove,11,64,2026/7/5,9401,0
r13117,LingOrm,1,1,2025/11/18,22,0
r13118,FreenBecky,2,18,2026/4/30,342,0
r13119,FreenBecky,19,10,2025/11/18,2839,0
r13120,LingOrm,2,1,2025/11/19,63,1
r13121,LenaMiu,4,15,2025/11/20,3696,0
r13122,LingOrm,2,8,2025/12/25,340,0
r13123,LingOrm,10,5,2025/11/18,668,1
r13124,KaoJaneJaneKao,4,3,2025/11/18,376,0
r13125,LenaMiu,2,11,2025/11/20,1506,0
r13126,EmiBonnie,5,6,2026/5/15,1199,0
r13127,TkNur,12,106,2025/11/19,20664,0
r13128,EngLot,2,0,2025/11/20,27,0
r13129,FayMay,2,5,2026/7/13,184,0
r13130,TkNur,10,24,2025/11/20,4259,0
r13131,LingOrm,43,563,2026/1/4,194717,1
r13132,EmiBonnie,5,21,2025/12/17,2193,0
r13133,LingOrm,5,55,2025/12/2,5624,0
r13134,MablePangjie,2,28,2025/11/19,1545,0
r13135,LingOrm,7,237,2025/12/10,48574,1
r13136,FreenBecky,13,20,2025/11/30,2267,1
r13137,EngLot,18,152,2025/12/1,82773,1
r13138,LingOrm,1,2,2025/12/3,178,0
r13139,LenaMiu,7,176,2025/12/10,19316,0
r13140,EmiBonnie,3,1,2025/11/19,121,0
r13141,EngLot,14,150,2026/3/11,47599,1
r13142,FreenBecky,10,6,2025/11/30,907,1
r13143,LenaMiu,16,400,2025/11/21,85625,1
r13144,LingOrm,27,25,2026/3/26,20231,1
r13145,TkNur,1,12,2025/11/21,873,0
r13146,GinJay,7,21,2025/12/30,2223,0
r13147,LingOrm,25,434,2025/12/25,245234,1
r13148,LingOrm,5,3,2025/11/19,93,0
r13149,LingOrm,5,6,2025/11/19,921,0
r13150,LingOrm,13,14,2026/1/1,4290,1
r13151,GinJay,29,13,2025/11/19,3420,1
r13152,FreenBecky,1,1,2025/11/19,93,1
r13153,EnjoyJune,4,20,2025/11/21,1581,0
r13154,EnjoyJune,20,47,2025/11/20,15636,1
r13155,MablePangjie,2,43,2025/11/23,2348,0
r13156,LingOrm,4,5,2025/11/21,490,0
r13157,EngLot,13,20,2025/11/25,10018,1
r13158,ViewJune,4,1,2025/11/22,73,0
r13159,GinJay,12,35,2025/12/16,8480,0
r13160,EnjoyJune,20,29,2025/11/26,3366,1
r13161,ViewMim,3,5,2025/11/21,158,0
r13162,LingOrm,24,128,2025/11/24,59992,1
r13163,KaoJaneJaneKao,6,9,2025/11/23,1788,0
r13164,LingOrm,4,0,2025/11/21,241,0
r13165,JuneMewnich,2,4,2025/11/20,303,0
r13167,LenaMiu,2,21,2025/11/26,1841,0
r13168,EngLot,4,6,2025/11/20,802,0
r13169,LenaMiu,30,553,2025/11/26,193373,0
r13170,LingOrm,5,450,2025/12/25,44537,1
r13171,LingOrm,12,9,2025/11/20,1189,1
r13172,EmiBonnie,1,1,2026/3/29,24,0
r13173,LingOrm,11,3,2025/11/22,488,0
r13174,LingOrm,9,29,2025/11/30,6806,1
r13175,LingOrm,3,0,2025/11/20,199,1
r13176,EngLot,2,1,2025/11/23,130,0
r13178,LingOrm,2,4,2025/11/21,76,0
r13179,TkNur,11,24,2025/11/21,7286,1
r13180,GinJay,17,8,2025/11/20,1244,1
r13181,EmiBonnie,1,1,2025/11/21,102,0
r13182,GinJay,14,6,2025/11/20,742,1
r13183,EmiBonnie,10,0,2025/11/21,166,0
r13184,GinJay,13,18,2025/11/20,3007,1
r13185,MablePangjie,13,24,2025/11/21,3897,1
r13186,EnjoyJune,6,16,2026/2/22,2342,0
r13187,EngLot,38,300,2025/12/6,148171,1
r13188,EmiBonnie,2,0,2025/11/22,105,0
r13189,EngLot,16,124,2025/12/3,49711,0
r13190,EmiBonnie,29,96,2025/11/24,41833,1
r13191,LingOrm,4,3,2025/11/21,431,1
r13192,MablePangjie,1,7,2025/11/21,413,0
r13193,GinJay,1,0,2026/8/27,46,0
r13194,LingOrm,12,123,2026/1/31,44667,0
r13195,NamtanFilm,11,6,2025/11/21,2133,1
r13196,LingOrm,29,304,2025/12/20,196848,1
r13197,MilkLove,3,84,2026/5/10,3816,0
r13198,KaoJaneJaneKao,16,204,2025/11/23,23612,1
r13199,LingOrm,5,3,2025/11/22,135,0
r13200,MablePangjie,2,12,2025/11/22,730,0
r13201,EmiBonnie,14,62,2025/12/1,9869,1
r13202,EmiBonnie,1,165,2025/11/23,30310,0
r13203,EmiBonnie,3,5,2025/11/25,162,0
r13204,LingOrm,7,42,2025/12/26,8113,0
r13205,LingOrm,23,271,2025/11/23,102419,1
r13206,NamtanFilm,13,252,2025/12/12,52262,1
r13207,OomBam,12,69,2025/11/23,14158,0
r13208,EmiBonnie,3,5,2025/11/27,477,0
r13209,FayMay,2,10,2026/3/18,371,0
r13210,LingOrm,21,63,2026/4/6,12907,0
r13211,LMSY,15,40,2025/11/23,9427,1
r13212,LingOrm,33,592,2025/11/24,277451,1
r13213,EmiBonnie,9,3,2025/11/22,1482,1
r13214,KaoJaneJaneKao,5,6,2025/11/22,1573,0
r13215,GinJay,23,10,2025/11/22,1215,1
r13216,EmiBonnie,21,13,2025/11/22,4364,1
r13217,MablePangjie,2,17,2025/11/22,962,0
r13218,LingOrm,6,3,2025/11/23,69,0
r13219,TkNur,2,11,2025/11/23,767,0
r13220,EngLot,1,0,2025/11/23,380,1
r13221,EmiBonnie,16,3,2025/11/22,454,1
r13222,LingOrm,44,18,2025/11/23,13132,1
r13223,EngLot,5,3,2026/1/1,644,0
r13224,FreenBecky,2,2,2025/11/23,140,0
r13225,LingOrm,3,6,2025/12/20,415,0
r13226,MablePangjie,5,2,2025/11/28,109,1
r13227,EmiBonnie,1,4,2025/11/23,106,0
r13228,FayMay,1,3,2025/11/23,228,0
r13229,LingOrm,3,1,2025/11/23,98,0
r13230,TkNur,7,43,2025/11/25,5567,0
r13231,EmiBonnie,1,15,2025/11/23,915,0
r13233,LingOrm,1,1,2025/12/11,89,0
r13234,MablePangjie,2,12,2025/11/23,921,0
r13235,EmiBonnie,7,4,2025/11/23,581,0
r13236,LenaMiu,18,27,2025/11/23,11404,1
r13237,LingOrm,4,0,2025/11/23,123,1
r13238,LenaMiu,15,219,2026/4/20,53824,1
r13239,LMSY,25,0,2025/12/8,391,0
r13240,LingOrm,5,9,2025/11/24,2830,1
r13242,MeenBabe,4,7,2025/11/24,1068,0
r13244,LenaMiu,1,14,2025/11/23,1376,1
r13245,NamtanFilm,2,18,2025/11/24,1161,0
r13246,LingOrm,30,646,2026/2/19,190333,1
r13247,GinJay,13,26,2025/11/23,10835,0
r13248,LingOrm,2,0,2025/11/23,46,0
r13249,GinJay,13,25,2025/12/9,5850,1
r13250,EngLot,4,1,2025/11/24,225,0
r13251,FreenBecky,2,68,2025/12/10,3022,0
r13252,LenaMiu,2,178,2025/11/25,11959,0
r13253,NamtanFilm,1,3,2025/12/1,344,0
r13254,GinJay,10,48,2025/12/2,8022,1
r13255,LingOrm,68,1721,2025/12/8,1186840,1
r13256,EnjoyJune,7,39,2025/11/24,5494,0
r13257,LingOrm,10,2,2025/11/24,475,0
r13258,LingOrm,5,23,2026/2/20,4380,0
r13259,EmiBonnie,3,1,2026/5/18,125,0
r13260,LingOrm,1,1,2025/11/24,79,0
r13261,GinJay,23,9,2025/11/24,1416,1
r13262,MilkLove,20,2,2025/11/25,1404,1
r13263,LingOrm,14,16,2025/11/24,7707,1
r13264,LenaMiu,3,10,2025/12/1,1432,0
r13265,FreenBecky,7,60,2026/4/24,5632,0
r13266,LingOrm,1,0,2026/8/6,100,0
r13267,MilkLove,3,1,2025/11/25,229,1
r13268,ViewJune,1,1,2025/11/25,39,0
r13269,JuneMewnich,15,6,2025/11/24,776,0
r13270,ViewMim,4,9,2025/11/24,1280,1
r13271,GinJay,1,13,2025/11/24,842,0
r13272,LingOrm,17,50,2026/1/6,13096,1
r13273,MilkLove,6,1,2025/11/30,622,0
r13274,EmiBonnie,3,1,2025/11/25,102,0
r13275,TkNur,7,7,2025/11/25,1616,0
r13276,LenaMiu,3,49,2025/12/3,4422,0
r13277,GinJay,29,232,2025/12/2,60877,0
r13278,MilkLove,31,22,2025/11/25,11395,1
r13279,MilkLove,1,2,2025/12/11,84,0
r13280,LingOrm,3,2,2025/11/25,112,0
r13281,LingOrm,20,108,2025/12/11,26986,1
r13282,LingOrm,9,4,2025/11/25,325,1
r13283,MeenBabe,1,2,2025/11/29,282,0
r13284,LingOrm,27,125,2025/12/5,22210,0
r13285,LenaMiu,16,101,2025/11/25,29348,1
r13286,LingOrm,6,378,2025/11/26,119156,1
r13287,ViewJune,11,6,2025/11/25,1837,0
r13288,EnjoyJune,2,8,2025/11/26,433,0
r13289,EmiBonnie,2,2,2025/11/26,204,0
r13290,GinJay,8,22,2025/12/18,4625,1
r13291,GinJay,12,95,2025/11/26,20227,1
r13292,LingOrm,2,0,2025/11/30,9,0
r13293,GinJay,14,148,2025/11/25,24198,1
r13294,FreenBecky,54,37,2025/11/25,28180,1
r13295,NamtanFilm,24,27,2025/11/26,8679,1
r13296,KaoJaneJaneKao,3,5,2025/11/25,596,1
r13297,EmiBonnie,2,10,2025/11/26,986,0
r13298,LingOrm,5,7,2025/12/15,909,1
r13299,EmiBonnie,1,1,2025/12/25,104,0
r13300,MilkLove,8,2,2025/12/25,343,1
r13301,LingOrm,7,113,2025/11/30,14146,0
r13302,LingOrm,14,57,2026/1/24,10289,1
r13303,LenaMiu,3,36,2026/8/16,2749,0
r13304,FayMay,18,25,2025/11/26,4568,1
r13305,LingOrm,39,6,2026/3/19,1419,0
r13306,TkNur,3,7,2025/12/5,1189,0
r13307,EmiBonnie,10,215,2025/11/28,27685,0
r13308,MablePangjie,2,19,2025/11/26,669,0
r13309,LenaMiu,4,10,2026/6/15,2316,0
r13310,LenaMiu,2,13,2025/11/26,1158,0
r13311,MablePangjie,4,68,2025/11/30,4843,0
r13312,LenaMiu,5,37,2025/11/26,9688,0
r13313,NamtanFilm,2,2,2025/11/26,155,0
r13314,TkNur,9,9,2025/11/26,1573,0
r13315,GinJay,39,22,2025/11/26,5140,1
r13316,FreenBecky,24,131,2025/11/27,31917,1
r13317,LingOrm,19,171,2026/3/25,42988,0
r13318,LenaMiu,11,52,2025/12/13,15265,1
r13319,TkNur,14,19,2025/11/29,6759,1
r13320,LingOrm,7,7,2025/11/26,1402,0
r13321,EmiBonnie,16,366,2026/1/1,72514,1
r13322,MablePangjie,1,1,2025/11/26,308,0
r13323,EnjoyJune,21,57,2025/12/8,13150,1
r13324,LingOrm,4,0,2025/11/27,88,0
r13325,EngLot,1,3,2025/12/3,100,0
r13326,NamtanFilm,33,6,2025/11/26,1949,1
r13327,GinJay,27,11,2025/11/26,3491,1
r13328,LingOrm,4,5,2025/11/28,673,0
r13329,GinJay,6,21,2025/11/30,2868,0
r13330,LingOrm,12,6,2025/12/2,1885,1
r13331,GinJay,5,23,2025/12/28,2154,0
r13332,LenaMiu,2,8,2025/11/28,1342,0
r13333,EngLot,2,2,2025/11/27,293,0
r13334,EngLot,15,196,2025/12/3,75070,1
r13335,LingOrm,4,60,2026/2/5,6769,0
r13336,EnjoyJune,16,42,2025/11/29,12888,1
r13337,JanJingjing,10,425,2025/11/28,56754,1
r13338,LingOrm,30,419,2025/12/9,104810,1
r13339,OomBam,20,38,2025/12/20,7719,0
r13340,EmiBonnie,11,10,2026/1/18,1246,1
r13341,NamtanFilm,4,15,2025/11/29,1168,0
r13342,EmiBonnie,15,122,2025/11/29,27870,1
r13343,KaoJaneJaneKao,2,8,2025/11/27,538,0
r13344,LingOrm,1,1,2025/11/27,101,0
r13345,LingOrm,2,1,2025/11/27,20,0
r13346,GinJay,17,8,2025/11/27,812,1
r13347,ArhoungPam,4,9,2025/11/27,913,0
r13348,OomBam,8,409,2025/12/9,31349,0
r13349,LingOrm,4,1269,2025/12/9,52406,0
r13350,FayMay,10,2,2026/4/20,336,0
r13351,LingOrm,4,0,2025/11/27,93,1
r13352,EmiBonnie,8,8,2025/12/28,474,1
r13353,LingOrm,7,68,2025/11/27,8992,0
r13354,EngLot,4,2,2025/12/23,550,0
r13355,LingOrm,2,0,2025/11/27,93,0
r13356,FreenBecky,26,11,2025/11/29,4351,1
r13357,LingOrm,16,56,2025/11/28,22370,1
r13358,EmiBonnie,7,29,2025/12/2,3315,1
r13359,LingOrm,3,5,2025/11/29,1039,0
r13360,NamtanFilm,2,2,2025/12/10,83,0
r13361,NamneungNoey,15,115,2025/11/28,20318,0
r13362,EmiBonnie,9,4,2025/12/22,1212,0
r13363,LingOrm,3,1,2026/5/2,63,0
r13364,TkNur,16,153,2025/11/28,27771,0
r13365,NamtanFilm,16,83,2025/12/3,14753,0
r13366,MablePangjie,8,10,2025/11/30,1200,0
r13367,NamtanFilm,5,14,2025/11/29,1298,0
r13368,LenaMiu,1,4,2025/12/2,285,0
r13369,LingOrm,4,3,2025/11/28,195,0
r13370,LenaMiu,2,2,2025/12/1,350,0
r13371,GinJay,5,28,2025/12/1,2557,0
r13372,EmiBonnie,2,1,2025/11/28,46,0
r13373,NamtanFilm,5,50,2025/11/29,3676,0
r13374,LingOrm,10,94,2026/4/19,13738,0
r13375,LingOrm,5,8,2026/3/30,361,0
r13376,GinJay,10,33,2025/11/28,6902,1
r13377,LingOrm,7,1,2025/12/13,254,1
r13378,EngLot,10,4,2025/11/28,2027,0
r13379,MilkLove,1,2,2025/11/30,24,0
r13380,EmiBonnie,1,2,2026/1/10,131,1
r13381,LingOrm,33,230,2025/11/29,113946,1
r13382,JanJingjing,8,269,2025/12/15,35294,0
r13383,KaoJaneJaneKao,16,24,2025/12/5,5176,1
r13384,FreenBecky,12,21,2025/11/29,5823,0
r13385,EnjoyJune,17,39,2025/12/14,9547,1
r13386,EngLot,4,18,2025/11/29,3099,0
r13387,LingOrm,21,21,2025/11/29,6312,1
r13388,GinJay,9,15,2025/12/2,2521,0
r13389,TkNur,17,16,2025/11/29,3642,1
r13390,TkNur,3,42,2025/12/6,2661,0
r13391,LenaMiu,7,32,2025/11/30,4335,0
r13392,PahnFond,8,16,2025/11/29,2234,0
r13393,TkNur,14,3,2025/11/29,1361,1
r13394,TkNur,11,3,2025/11/29,951,1
r13395,EmiBonnie,7,8,2025/11/30,1059,1
r13396,TkNur,12,1,2025/11/29,964,1
r13397,LingOrm,7,2,2026/1/10,556,0
r13398,LenaMiu,12,394,2025/12/7,69951,0
r13400,NamneungNoey,1,0,2025/11/29,22,0
r13401,TkNur,6,3,2025/11/29,752,1
r13402,KaoJaneJaneKao,1,4,2025/11/29,138,0
r13403,NamneungNoey,1,4,2025/11/29,147,0
r13404,MilkLove,1,2,2025/11/30,113,0
r13405,EmiBonnie,3,1,2025/11/29,46,0
r13406,GinJay,28,12,2025/11/29,1739,1
r13407,LingOrm,21,24,2025/11/29,6918,1
r13408,LingOrm,10,61,2025/11/30,7302,1
r13409,LingOrm,6,18,2025/11/30,2347,0
r13410,EmiBonnie,14,5,2025/11/29,1104,1
r13411,TkNur,6,2,2025/11/29,497,1
r13412,NamneungNoey,1,3,2025/12/5,980,1
r13413,TkNur,15,37,2025/12/3,8452,0
r13414,LenaMiu,5,40,2025/12/1,8708,0
r13415,NamtanFilm,14,60,2026/2/12,9860,0
r13416,LMSY,2,3,2025/12/9,222,0
r13417,LingOrm,3,0,2025/11/30,58,0
r13418,TkNur,7,5,2025/11/30,613,1
r13419,MablePangjie,2,29,2025/12/6,1735,0
r13420,TkNur,5,1,2025/11/30,300,1
r13421,TkNur,19,22,2025/11/30,7782,1
r13422,TkNur,10,5,2025/11/30,936,1
r13423,LingOrm,6,4,2025/11/30,911,0
r13424,EmiBonnie,1,2,2025/11/30,81,0
r13425,EmiBonnie,13,309,2025/11/30,53154,1
r13426,EmiBonnie,1,3,2025/11/30,94,0
r13427,ViewJune,2,0,2025/11/30,24,0
r13428,LingOrm,1,1,2025/11/30,129,0
r13429,KaoJaneJaneKao,15,48,2025/12/1,6957,0
r13430,MilkLove,2,4,2026/1/3,343,0
r13431,JanJingjing,3,56,2025/11/30,4639,0
r13432,EngLot,2,2,2025/12/6,137,0
r13433,MablePangjie,2,6,2025/11/30,300,0
r13435,EngLot,1,0,2026/1/14,75,0
r13436,KaoJaneJaneKao,12,84,2025/12/21,9335,1
r13437,LenaMiu,17,119,2025/12/1,36973,1
r13438,LingOrm,50,47,2025/12/2,25285,1
r13439,LingOrm,1,7,2025/11/30,1516,0
r13440,EmiBonnie,9,19,2025/12/4,2304,1
r13441,NamneungNoey,1,1,2025/11/30,34,0
r13442,LingOrm,2,2,2026/3/1,92,0
r13443,FreenBecky,23,8,2025/12/13,2630,1
r13444,GinJay,27,15,2025/11/30,4527,1
r13445,LingOrm,90,746,2026/4/5,391928,1
r13446,FreenBecky,1,1,2025/12/1,118,1
r13447,MablePangjie,5,7,2025/12/7,910,1
r13448,LingOrm,25,493,2025/12/25,168773,1
r13449,EngLot,2,1,2025/12/1,187,0
r13450,TkNur,9,6,2025/12/1,1806,1
r13451,LingOrm,13,5,2026/2/25,1656,1
r13452,EngLot,16,152,2025/12/20,51817,1
r13453,KaoJaneJaneKao,1,1,2025/12/1,153,0
r13454,LingOrm,29,262,2026/1/2,114322,1
r13455,GinJay,2,4,2025/12/1,288,0
r13456,TkNur,11,2,2025/12/1,876,1
r13457,LingOrm,7,2,2025/12/1,456,0
r13459,EmiBonnie,5,3,2025/12/2,880,0
r13460,LingOrm,18,14,2025/12/2,8701,0
r13461,FreenBecky,12,165,2025/12/5,33691,1
r13462,FreenBecky,11,114,2025/12/30,14946,1
r13463,FayMay,10,14,2025/12/15,1681,1
r13464,LingOrm,2,0,2025/12/11,23,0
r13465,LenaMiu,3,30,2025/12/2,4271,0
r13466,GinJay,22,6,2025/12/1,1103,1
r13467,NamtanFilm,3,1,2026/1/14,194,0
r13468,LingOrm,1,0,2025/12/7,72,0
r13469,EnjoyJune,91,72,2025/12/1,65523,1
r13470,LingOrm,4,2,2025/12/1,243,1
r13471,LingOrm,17,100,2025/12/2,32008,1
