detail_key,cp,chapter_count,likes,publish_date,view_count,is_end
r2458,NamneungNoey,6,5,2024/3/19,1419,0
r2459,FreenBecky,19,24,2024/3/17,5934,1
r2460,EngLot,10,0,2024/3/18,1362,1
r2461,ViewJune,1,33,2024/3/17,3123,1
r2462,LingOrm,1,3,2026/2/13,168,0
r2463,FreenBecky,7,101,2024/3/18,9468,0
r2464,MeenBabe,1,10,2024/3/18,859,0
r2465,EngLot,11,105,2024/3/18,30698,1
r2466,NamtanFilm,16,28,2024/3/19,5843,1
r2467,FreenBecky,17,26,2024/3/19,13474,1
r2468,EngLot,4,4,2024/3/19,548,0
r2469,FreenBecky,13,56,2024/3/23,20264,1
r2470,AndaLookkaew,11,27,2024/3/19,5150,1
r2471,FayeYoko,12,243,2024/3/19,41375,1
r2473,EngLot,1,4,2024/3/19,216,0
r2474,MilkLove,14,467,2024/3/19,73232,1
r2475,EngLot,2,2,2025/5/4,246,0
r2476,EngLot,7,23,2024/4/4,2892,0
r2477,FreenBecky,2,1,2024/4/6,258,0
r2478,NamtanFilm,3,8,2024/3/22,757,0
r2479,MilkLove,19,5,2025/12/3,1040,0
r2480,EngLot,21,236,2024/3/26,113987,1
r2481,MilkLove,2,33,2025/3/2,1594,0
r2482,EngLot,1,4,2024/3/20,577,0
r2483,FreenBecky,8,6,2024/3/20,1707,1
r2484,EngLot,11,9,2024/6/19,3194,1
r2485,EngLot,3,3,2024/3/20,213,0
r2486,MilkLove,1,1,2024/3/20,266,0
r2487,FreenBecky,53,178,2024/3/20,134315,1
r2489,NamneungNoey,3,4,2024/4/8,346,0
r2490,MeenBabe,10,70,2024/3/23,17946,1
r2491,FreenBecky,5,45,2024/3/22,3775,0
r2492,EngLot,5,5,2024/3/23,805,0
r2493,MilkLove,9,456,2024/3/24,47323,1
r2494,MilkLove,1,20,2024/3/23,615,0
r2496,AndaLookkaew,18,75,2024/5/13,22506,1
r2497,EngLot,7,44,2024/3/25,10738,0
r2498,FreenBecky,5,73,2024/4/7,8449,1
r2499,FreenBecky,3,28,2024/4/4,2310,1
r2500,EngLot,27,795,2024/3/27,409264,1
r2501,FreenBecky,6,6,2024/3/22,503,0
r2502,ViewJune,10,14,2024/3/23,3532,1
r2503,EngLot,7,7,2024/3/23,1861,1
r2504,EngLot,6,8,2024/3/22,1837,0
r2505,MilkLove,5,49,2024/4/19,3385,1
r2507,MilkLove,29,20,2024/4/19,3576,0
r2508,ViewJune,2,25,2024/3/24,1852,1
r2510,EngLot,21,26,2024/3/29,5269,1
r2511,MeenBabe,15,29,2024/4/14,12261,0
r2512,MilkLove,19,462,2024/4/4,93270,1
r2513,ViewJune,1,2,2024/3/23,290,0
r2514,MilkLove,3,21,2024/3/24,1536,0
r2515,NamtanFilm,6,10,2024/4/21,543,0
r2516,FreenBecky,12,139,2024/3/25,30556,1
r2517,LingOrm,4,42,2024/3/24,5349,0
r2518,FreenBecky,9,15,2024/4/24,5638,1
r2519,FreenBecky,5,6,2024/3/24,1151,0
r2522,MilkLove,5,61,2024/3/26,9678,1
r2523,MilkLove,11,41,2024/5/8,5521,1
r2524,EngLot,3,4,2024/3/26,1301,0
r2525,LingOrm,14,1672,2024/3/27,401794,1
r2526,FreenBecky,22,277,2024/5/4,90270,1
r2527,MeenBabe,14,101,2024/4/1,39036,1
r2528,FreenBecky,1,23,2024/7/12,1613,0
r2529,EngLot,1,1,2024/3/28,625,0
r2530,EmiBonnie,14,24,2026/4/3,7357,0
r2531,FreenBecky,7,4,2024/3/26,451,0
r2532,EngLot,9,2,2024/3/27,1380,1
r2533,MilkLove,4,0,2024/6/30,205,1
r2534,MilkLove,4,32,2024/3/27,4555,1
r2536,NamtanFilm,5,7,2024/3/27,891,0
r2537,FayeYoko,31,169,2024/3/30,42871,1
r2538,EngLot,13,17,2024/3/27,11832,1
r2539,FreenBecky,7,51,2024/10/25,5277,0
r2540,LingOrm,11,408,2024/3/28,95847,1
r2541,FayeYoko,6,47,2024/3/29,10703,1
r2542,EngLot,9,17,2024/3/28,5000,0
r2543,LingOrm,5,62,2024/3/28,15928,0
r2544,NamtanFilm,13,93,2024/3/28,23006,1
r2545,EngLot,8,146,2024/4/21,42519,1
r2546,LingOrm,1,44,2024/3/28,5761,0
r2547,MilkLove,6,29,2024/5/13,4141,0
r2548,EngLot,5,14,2024/6/20,4690,0
r2549,EngLot,14,33,2024/3/29,16362,1
r2550,FreenBecky,7,17,2024/3/29,3764,0
r2551,LingOrm,14,1873,2024/4/1,383469,1
r2552,EngLot,8,2,2024/3/29,1120,0
r2553,FreenBecky,1,7,2024/3/29,1335,1
r2554,EngLot,3,8,2024/4/26,743,0
r2555,FayeYoko,7,24,2024/3/29,3905,1
r2556,LingOrm,20,77,2024/3/30,40335,1
r2557,ViewJune,3,3,2024/3/31,271,0
r2558,MilkLove,6,82,2024/3/30,12582,1
r2559,EngLot,1,3,2024/3/30,719,0
r2560,EngLot,1,0,2024/8/23,25,0
r2561,FreenBecky,9,4,2024/4/1,869,0
r2562,MilkLove,3,42,2024/3/30,3032,1
r2563,EngLot,8,51,2024/3/31,15819,1
r2564,FayeYoko,16,114,2024/4/1,32212,1
r2565,ViewJune,16,39,2024/3/30,7599,1
r2566,ViewJune,9,59,2024/3/30,7601,0
r2567,NamneungNoey,2,0,2024/4/7,276,0
r2568,EngLot,5,13,2024/4/9,1315,0
r2569,EngLot,1,1,2024/3/31,587,1
r2570,ViewJune,20,57,2024/3/31,10744,1
r2571,MilkLove,17,830,2024/4/17,165329,1
r2573,ViewJune,38,24,2024/4/3,8512,1
r2574,FreenBecky,24,89,2024/4/8,26546,0
r2575,EmiBonnie,17,3,2026/4/22,1421,1
r2576,LingOrm,33,5,2026/4/26,7480,0
r2577,EngLot,2,3,2024/3/31,1014,0
r2578,FreenBecky,4,21,2024/4/1,3468,0
r2580,EngLot,3,57,2024/3/31,6967,0
r2581,ViewJune,5,152,2024/4/1,11635,0
r2582,LingOrm,22,479,2024/4/1,213961,1
r2583,EmiBonnie,7,54,2026/3/29,10521,0
r2585,FreenBecky,30,49,2024/4/1,21020,1
r2586,MilkLove,1,33,2024/4/1,1606,0
r2587,FreenBecky,6,10,2024/4/1,834,0
r2588,NamtanFilm,5,44,2024/4/9,3852,0
r2589,EngLot,16,61,2024/4/2,29213,1
r2590,FayeYoko,10,25,2024/4/27,5723,0
r2591,MilkLove,9,522,2024/4/2,83356,1
r2592,MilkLove,14,125,2024/4/5,22682,0
r2593,ViewJune,5,21,2024/4/2,3323,0
r2594,EngLot,2,2,2024/4/2,67,0
r2595,LingOrm,11,457,2024/4/9,92783,1
r2596,EngLot,13,11,2024/4/2,4925,1
r2598,ViewJune,11,111,2024/4/4,14799,1
r2599,FreenBecky,18,46,2024/5/19,11107,1
r2600,MilkLove,2,5,2024/4/16,283,0
r2601,AndaLookkaew,11,62,2024/4/2,17029,1
r2602,FreenBecky,3,6,2024/4/4,963,0
r2603,EngLot,4,15,2024/4/4,919,0
r2604,EngLot,3,26,2024/4/4,1878,0
r2605,MeenBabe,6,13,2024/4/3,3368,0
r2606,FreenBecky,1,11,2024/4/3,762,1
r2607,FreenBecky,18,40,2024/4/7,11089,1
r2608,MilkLove,1,8,2024/4/3,780,0
r2609,ViewJune,2,3,2024/4/12,209,0
r2610,FreenBecky,18,31,2024/4/9,9305,1
r2611,EngLot,2,3,2024/4/4,642,0
r2612,ViewJune,3,11,2024/5/2,677,0
r2613,MilkLove,1,4,2024/4/14,296,0
r2614,LMSY,3,71,2024/10/13,6125,0
r2615,EngLot,22,1033,2024/4/7,505894,1
r2616,FreenBecky,2,11,2024/4/4,1116,1
r2617,LingOrm,5,63,2024/4/4,13590,0
r2618,EngLot,17,7,2024/4/8,4778,0
r2619,EngLot,2,7,2024/4/6,1527,0
r2620,ViewJune,4,19,2024/4/6,2166,0
r2621,ViewJune,13,18,2024/4/4,5978,1
r2622,NamneungNoey,15,13,2024/4/6,9386,1
r2624,EngLot,2,11,2024/4/5,70,0
r2625,NamneungNoey,1,6,2024/5/8,723,0
r2626,EngLot,22,91,2024/4/5,20572,1
r2628,NamtanFilm,18,40,2024/4/6,7343,1
r2629,FreenBecky,8,9,2024/4/5,2050,1
r2630,FreenBecky,36,91,2024/4/9,51648,1
r2632,EngLot,7,8,2024/4/5,1406,0
r2634,EngLot,3,37,2024/4/6,3532,0
r2635,NamneungNoey,2,52,2024/5/9,4913,0
r2636,FreenBecky,8,19,2024/4/6,2623,1
r2637,MilkLove,14,37,2024/4/6,8040,1
r2638,LingOrm,16,849,2024/4/10,257703,1
r2639,LingOrm,1,24,2024/4/8,1820,0
r2640,MilkLove,25,698,2024/4/7,140800,1
r2641,MilkLove,1,37,2024/4/6,2400,0
r2642,LingOrm,8,4,2025/5/19,208,0
r2643,ViewJune,1,4,2024/4/11,374,0
r2644,ViewJune,4,15,2024/4/6,2085,0
r2645,MilkLove,2,32,2024/4/7,3031,0
r2648,MilkLove,4,22,2024/4/7,2396,1
r2650,MilkLove,1,7,2024/4/7,463,0
r2651,FreenBecky,10,20,2024/4/8,5577,0
r2652,FreenBecky,20,80,2024/4/10,17957,1
r2653,FreenBecky,10,243,2024/4/7,48115,1
r2655,FreenBecky,3,6,2024/4/7,1128,0
r2656,MilkLove,12,338,2024/4/30,54925,1
r2657,MeenBabe,1,2,2024/4/11,259,0
r2658,LingOrm,19,1224,2024/4/9,298320,1
r2659,MilkLove,4,242,2024/5/3,17619,0
r2660,LingOrm,18,220,2024/4/17,88171,1
r2661,FreenBecky,19,38,2024/4/8,13886,1
r2662,EngLot,17,53,2024/4/26,21740,0
r2663,ViewJune,6,23,2024/4/15,3685,0
r2664,LingOrm,27,75,2024/4/8,14390,0
r2665,EngLot,5,19,2024/4/8,3876,0
r2666,FreenBecky,8,16,2024/4/19,5782,1
r2667,LingOrm,13,783,2024/4/9,136076,1
r2668,FreenBecky,18,29,2024/6/11,8778,1
r2669,FreenBecky,20,47,2024/4/9,25122,1
r2671,LingOrm,18,484,2024/4/16,153006,1
r2672,EngLot,5,24,2024/4/11,4244,0
r2673,EngLot,2,3,2024/7/3,402,0
r2674,EngLot,3,3,2024/7/31,495,0
r2675,EngLot,22,6,2024/4/22,4813,1
r2676,EngLot,19,8,2024/4/10,4340,1
r2677,ViewJune,1,23,2024/4/9,2025,0
r2678,FreenBecky,3,12,2024/4/9,947,0
r2679,ViewJune,3,20,2024/4/9,2172,1
r2680,MilkLove,23,87,2024/5/5,15770,1
r2681,ViewJune,11,163,2024/4/9,24022,0
r2682,FreenBecky,35,54,2024/4/9,18800,1
r2683,ViewJune,3,25,2024/4/9,2006,1
r2684,MilkLove,7,209,2024/4/12,14058,0
r2685,MilkLove,3,73,2024/4/13,3489,0
r2686,EngLot,14,27,2024/4/21,15314,1
r2687,AndaLookkaew,11,40,2024/5/14,8837,0
r2688,MilkLove,9,273,2024/4/10,41395,0
r2689,NamneungNoey,6,4,2024/4/10,831,1
r2690,MilkLove,4,27,2024/4/10,4437,1
r2691,ViewJune,10,78,2024/4/10,10944,1
r2692,FreenBecky,21,122,2026/4/11,27502,0
r2693,FreenBecky,17,39,2024/4/19,12677,1
r2694,ViewJune,6,29,2024/4/10,3444,0
r2695,FreenBecky,21,99,2024/5/10,26049,1
r2696,LingOrm,12,88,2024/4/10,35706,1
r2697,EngLot,14,5,2024/4/12,4206,1
r2698,LingOrm,11,988,2024/4/18,169683,1
r2699,AndaLookkaew,9,65,2024/4/10,16493,1
r2700,EngLot,1,1,2024/4/10,467,0
r2701,MeenBabe,7,41,2024/4/11,12250,0
r2702,ViewJune,1,30,2024/4/10,3491,0
r2704,LingOrm,7,345,2024/4/12,28138,0
r2705,LingOrm,1,22,2024/4/13,3012,0
r2706,MilkLove,5,3,2024/4/12,1371,0
r2708,MilkLove,2,30,2024/4/11,1618,0
r2709,FreenBecky,1,2,2024/4/11,186,0
r2710,FreenBecky,14,20,2024/4/11,6621,1
r2711,ViewJune,4,12,2024/4/11,1046,0
r2712,MilkLove,2,21,2024/4/11,1727,0
r2713,LingOrm,1,18,2024/4/16,2057,0
r2715,MilkLove,17,329,2024/4/24,44727,1
r2717,MilkLove,33,154,2024/4/12,32854,1
r2718,ViewJune,14,28,2024/4/12,5792,1
r2719,EngLot,1,2,2024/4/12,285,0
r2720,FreenBecky,2,8,2024/4/12,327,0
r2721,FreenBecky,18,44,2024/4/12,11054,1
r2722,FreenBecky,1,5,2024/5/12,533,0
r2723,LingOrm,10,253,2024/4/12,54592,0
r2724,FreenBecky,13,43,2024/4/12,14128,1
r2725,MilkLove,21,465,2024/4/16,97415,1
r2727,MilkLove,9,13,2024/4/14,2092,0
r2728,LingOrm,33,452,2024/4/13,131909,1
r2729,EngLot,1,0,2024/7/18,155,0
r2730,NamtanFilm,4,55,2025/1/18,3518,1
r2731,FreenBecky,17,33,2024/4/18,6693,1
r2732,FreenBecky,41,156,2024/4/12,86446,1
r2733,EngLot,14,62,2024/4/13,30652,1
r2734,EngLot,8,81,2024/4/14,24392,0
r2735,ViewJune,1,1,2024/4/28,571,0
r2737,MilkLove,3,3,2025/3/19,179,0
r2738,EngLot,10,7,2024/4/20,1508,0
r2739,MilkLove,2,23,2024/5/10,2146,1
r2740,EngLot,1,6,2024/4/13,123,0
r2741,LingOrm,7,107,2024/4/14,21399,1
r2742,MilkLove,4,32,2024/4/14,6827,1
r2743,EngLot,6,35,2024/4/14,11596,0
r2744,MilkLove,6,98,2024/4/14,14961,1
r2745,EngLot,6,17,2024/4/14,4426,1
r2746,ViewJune,15,25,2024/4/14,6841,0
r2748,MilkLove,8,98,2024/4/15,11832,1
r2749,MilkLove,13,546,2024/4/14,98625,1
r2750,MilkLove,5,3,2024/4/14,1248,0
r2751,LingOrm,11,513,2024/4/24,100262,0
r2752,EngLot,3,8,2024/4/18,640,0
r2753,EngLot,24,961,2024/4/16,449016,1
r2754,NamtanFilm,3,11,2024/4/30,526,0
r2755,EngLot,8,2,2024/4/16,662,1
r2756,MilkLove,7,8,2024/4/25,1653,0
r2758,LingOrm,16,501,2024/4/18,123692,0
r2759,MilkLove,8,9,2024/4/15,1703,1
r2761,FreenBecky,18,36,2024/4/18,8960,1
r2762,LingOrm,16,639,2024/4/15,96981,0
r2763,MilkLove,6,41,2024/6/3,5963,0
r2765,NamneungNoey,20,20,2024/4/22,24842,1
r2766,EngLot,14,296,2024/4/17,117412,1
r2767,FreenBecky,21,54,2024/4/27,15436,1
r2768,EngLot,1,0,2024/5/5,57,0
r2769,MilkLove,3,12,2024/4/17,1222,1
r2770,ViewJune,5,1,2024/4/17,46,0
r2771,EngLot,2,6,2024/4/17,744,0
r2772,FreenBecky,5,6,2024/7/10,746,0
r2773,LingOrm,27,3137,2024/4/19,914980,1
r2774,LingOrm,13,62,2024/4/17,24112,0
r2776,FreenBecky,14,24,2024/4/17,7063,1
r2777,NamneungNoey,3,0,2024/10/8,150,0
r2778,LingOrm,24,2754,2024/4/27,832880,1
r2780,LingOrm,1,11,2024/4/17,2141,0
r2781,BamYada,3,13,2024/8/30,1644,0
r2782,ViewJune,12,23,2024/4/17,4321,1
r2783,LingOrm,1,83,2024/4/18,10634,1
r2784,ViewJune,10,10,2024/4/17,1497,0
r2785,MilkLove,98,152,2024/4/25,65473,1
r2786,AndaLookkaew,17,93,2024/4/18,28806,0
r2787,MilkLove,1,6,2024/4/25,305,0
r2788,LingOrm,22,258,2024/4/28,126864,1
r2789,FreenBecky,4,6,2024/4/18,2061,1
r2790,ViewJune,2,6,2024/4/18,1202,1
r2792,FayeYoko,3,58,2024/4/29,4744,0
r2793,LingOrm,4,5,2024/4/19,1415,0
r2794,MilkLove,6,78,2024/4/19,9414,0
r2795,MeenBabe,23,84,2024/5/25,40417,1
r2796,EngLot,4,6,2024/4/18,1713,0
r2797,EngLot,13,3,2024/5/16,2302,1
r2798,ViewJune,8,52,2024/4/30,8080,1
r2799,FreenBecky,3,1,2024/4/18,454,1
r2800,ViewJune,4,12,2024/4/22,2082,0
r2801,MeenBabe,18,22,2024/4/20,13897,1
r2802,ViewJune,17,576,2024/4/27,115594,1
r2803,FreenBecky,5,20,2024/4/19,2436,1
r2804,FreenBecky,35,57,2024/6/4,37337,0
r2805,LingOrm,16,187,2024/4/19,38309,1
r2806,MilkLove,4,16,2024/4/19,1550,0
r2807,MeenBabe,1,12,2024/4/19,1008,0
r2808,AndaLookkaew,7,64,2024/4/20,18779,0
r2809,NamtanFilm,8,13,2024/11/9,4391,0
r2810,ViewJune,7,17,2024/4/19,2621,0
r2811,ViewJune,7,51,2024/4/19,10529,1
r2812,ViewJune,2,12,2024/4/19,1106,1
r2813,LingOrm,4,55,2024/6/8,14101,0
r2815,FayeYoko,6,110,2024/4/23,13650,0
r2816,FreenBecky,4,10,2024/4/27,2464,0
r2817,EmiBonnie,9,7,2026/1/29,1982,0
r2818,EngLot,2,0,2024/4/19,80,0
r2819,FayeYoko,7,25,2024/4/20,4628,1
r2820,EngLot,20,111,2024/4/22,51078,0
r2821,NamneungNoey,6,7,2024/5/4,1951,0
r2822,ViewJune,3,7,2024/4/21,475,0
r2823,FreenBecky,4,3,2024/5/20,171,0
r2824,LingOrm,19,234,2024/4/20,98852,0
r2825,ViewJune,5,137,2024/4/27,11192,1
r2826,FreenBecky,11,27,2025/7/27,5065,0
r2827,NamneungNoey,6,2,2024/4/22,505,1
r2828,MilkLove,5,43,2024/4/21,5325,1
r2829,ViewJune,13,37,2024/4/20,6441,1
r2830,EngLot,8,0,2024/4/23,442,0
r2832,LingOrm,9,39,2024/6/28,10064,0
r2833,FreenBecky,1,24,2024/10/9,1326,0
r2834,ViewJune,19,154,2024/4/22,30031,0
r2835,FayeYoko,15,117,2024/4/21,30250,0
r2836,ViewJune,1,1,2024/4/21,182,0
r2837,FreenBecky,1,13,2024/4/21,1526,0
r2838,LingOrm,1,76,2025/8/11,3875,0
r2839,FreenBecky,2,12,2024/4/21,1242,0
r2840,EngLot,17,15,2024/4/23,9700,1
r2841,FreenBecky,10,51,2024/5/2,9816,1
r2842,MilkLove,7,199,2024/4/24,15339,0
r2843,EngLot,7,5,2024/4/29,911,0
r2844,MilkLove,3,2,2024/4/21,566,0
r2845,ViewJune,1,19,2024/4/21,926,0
r2846,FreenBecky,2,5,2024/6/2,313,0
r2847,AndaLookkaew,7,35,2024/4/23,7704,1
r2848,MilkLove,21,44,2024/4/22,7558,1
r2849,FreenBecky,2,3,2024/5/20,2743,0
r2850,MilkLove,4,29,2024/4/22,2237,0
r2851,MilkLove,3,85,2024/4/28,18484,1
r2852,FreenBecky,6,8,2024/4/22,1369,0
r2853,FreenBecky,19,154,2024/5/5,58507,1
r2854,MeenBabe,10,31,2024/4/22,9200,1
r2855,FreenBecky,7,28,2024/4/27,4648,1
r2856,EngLot,11,4,2024/4/22,747,0
r2857,MilkLove,10,9,2024/4/23,2083,1
r2858,EngLot,1,6,2024/4/22,646,0
r2859,FreenBecky,1,1,2024/4/30,207,0
r2860,MilkLove,2,7,2024/5/6,714,0
r2861,EngLot,39,82,2024/5/4,48911,1
r2862,EngLot,21,91,2024/5/22,30068,1
r2863,LingOrm,1,7,2024/4/23,342,0
r2864,MilkLove,8,9,2024/4/23,1651,1
r2865,MilkLove,8,202,2024/4/28,24866,0
r2866,ViewJune,7,20,2024/4/23,2845,0
r2867,FreenBecky,13,46,2024/4/23,9720,1
r2868,LingOrm,21,2111,2024/4/28,637969,1
r2869,ViewJune,3,10,2024/4/23,854,0
r2870,ViewJune,25,313,2024/4/24,64964,1
r2871,LingOrm,13,1,2026/3/31,1967,1
r2872,MilkLove,4,16,2024/4/24,2132,1
r2873,ViewJune,5,13,2024/4/24,1810,0
r2874,LingOrm,2,14,2024/4/28,852,0
r2875,NamtanFilm,1,4,2026/5/19,67,0
r2877,ViewJune,4,10,2024/4/24,1003,0
r2878,MilkLove,7,8,2024/4/23,1200,0
r2879,LingOrm,11,49,2024/5/5,14116,1
r2880,LingOrm,25,974,2024/4/25,265875,1
r2881,LingOrm,12,238,2024/5/2,56110,0
r2882,ViewJune,16,97,2024/4/24,20924,1
r2883,EngLot,3,1,2024/4/24,177,0
r2884,ViewJune,23,123,2024/4/24,28954,1
r2885,NamtanFilm,1,10,2024/4/24,1496,1
r2886,ViewJune,7,28,2024/4/24,2783,0
r2887,MilkLove,8,90,2024/4/25,15435,1
r2888,FreenBecky,26,116,2024/4/24,35171,1
r2889,FreenBecky,7,6,2024/7/13,649,1
r2890,LingOrm,1,608,2024/4/29,49767,1
r2891,MilkLove,15,161,2024/4/25,31678,1
r2892,MilkLove,18,22,2024/4/25,3354,1
r2893,FreenBecky,11,12,2024/4/25,2761,0
r2894,MeenBabe,1,2,2024/4/27,410,0
r2895,EngLot,1,0,2024/4/25,42,0
r2897,LenaMiu,6,10,2026/5/19,3351,0
r2899,EngLot,12,3,2024/4/26,2004,0
r2900,BamYada,1,85,2024/4/25,7869,1
r2901,FreenBecky,5,25,2024/4/26,4220,0
r2902,NamtanFilm,2,15,2024/8/30,1177,0
r2904,EngLot,24,146,2024/4/26,142112,1
r2905,ViewJune,23,30,2024/5/1,6498,0
r2906,FreenBecky,26,81,2024/4/30,20020,1
r2907,NamtanFilm,9,156,2024/4/26,23044,0
r2908,FreenBecky,4,6,2024/4/26,1229,0
r2909,EngLot,1,2,2024/4/27,270,0
r2911,AndaLookkaew,23,96,2024/4/26,34005,1
r2912,LingOrm,8,18,2024/5/12,3368,0
r2913,ViewJune,21,142,2024/11/1,29641,1
r2914,ViewJune,16,277,2024/4/26,32056,0
r2915,FreenBecky,4,3,2024/4/26,475,0
r2916,EngLot,12,39,2024/8/16,20028,1
r2918,MilkLove,15,12,2024/6/14,3488,1
r2919,FreenBecky,2,14,2024/4/26,868,0
r2920,FreenBecky,2,2,2025/1/13,189,0
r2921,FayeYoko,3,16,2024/5/12,1126,0
r2922,LingOrm,1,7,2024/5/6,1549,0
r2923,MilkLove,1,5,2024/4/27,312,0
r2924,LingOrm,16,497,2024/5/5,133016,1
r2925,NamneungNoey,1,0,2024/12/27,37,0
r2926,ViewJune,2,5,2024/5/7,379,0
r2927,NamtanFilm,6,13,2024/4/30,830,0
r2929,ViewJune,19,40,2024/4/27,9549,0
r2930,ViewJune,8,32,2024/5/3,6726,1
r2931,MeenBabe,11,61,2025/1/4,12005,1
r2932,ViewJune,8,15,2024/4/27,2184,0
r2933,EngLot,3,7,2024/4/27,3164,0
r2934,FreenBecky,19,15,2024/5/4,5946,0
r2935,ViewJune,16,93,2024/4/28,16736,1
r2936,ViewJune,19,49,2024/4/27,12546,1
r2937,EngLot,2,7,2024/4/27,1016,0
r2939,BamYada,4,48,2024/4/28,4412,0
r2940,ViewJune,5,23,2024/4/29,2261,0
r2941,ViewJune,7,18,2024/4/28,3384,1
r2942,MilkLove,18,46,2024/5/2,12254,1
r2943,FreenBecky,5,11,2024/4/28,1608,0
r2944,LingOrm,1,225,2024/4/28,15143,1
r2945,LingOrm,20,761,2024/5/14,289743,1
r2946,ViewJune,11,32,2024/5/10,5532,0
r2948,EngLot,27,1611,2024/5/1,848692,1
r2949,MeenBabe,12,44,2024/5/23,25746,1
r2950,ViewJune,10,171,2024/4/29,18640,1
r2951,ViewJune,1,6,2024/4/28,373,1
r2953,ViewJune,15,152,2024/4/29,32529,0
r2954,MilkLove,11,220,2024/4/29,22736,0
r2955,ViewJune,13,71,2024/5/9,9194,1
r2956,LingOrm,1,3,2025/4/7,267,1
r2957,ViewJune,4,8,2024/5/18,1055,0
r2958,LingOrm,3,23,2024/4/29,3292,0
r2959,MilkLove,4,7,2024/5/6,643,0
r2960,MilkLove,20,15,2024/4/30,5863,1
r2961,ViewJune,17,111,2024/4/29,21974,1
r2962,FreenBecky,11,7,2024/4/29,1127,0
r2963,LingOrm,17,333,2024/5/10,103176,1
r2964,ViewJune,3,3,2024/4/29,574,1
r2966,MilkLove,3,37,2024/5/1,2028,0
r2967,ViewJune,15,236,2024/5/10,37864,1
r2968,EngLot,8,10,2024/5/3,3773,0
r2969,ViewJune,35,422,2024/4/30,99938,0
r2970,ViewJune,6,5,2024/4/29,565,0
r2971,EngLot,2,0,2024/5/1,291,0
r2972,ViewJune,5,15,2024/4/30,1878,1
r2973,MilkLove,22,60,2024/4/30,16256,1
r2974,ViewJune,7,22,2024/4/30,2205,1
r2975,EngLot,14,6,2024/5/4,4924,1
r2976,EmiBonnie,11,7,2025/6/13,906,1
r2977,FreenBecky,25,88,2024/5/22,28512,1
r2978,MilkLove,17,29,2024/4/30,7358,1
r2980,EngLot,5,7,2024/5/2,1560,0
r2981,FreenBecky,16,11,2024/10/15,3204,0
r2982,ViewJune,3,45,2024/5/1,2385,0
r2983,ViewJune,21,25,2024/4/30,5825,1
r2984,MilkLove,1,25,2024/5/1,1704,1
r2985,FreenBecky,13,1,2024/5/6,580,0
r2986,FreenBecky,3,5,2024/5/4,663,0
r2987,MilkLove,8,15,2024/5/5,2467,0
r2988,ViewJune,27,1063,2024/5/1,191201,1
r2989,FayeYoko,8,48,2024/5/19,4647,0
r2990,ViewJune,17,375,2024/5/1,52439,0
r2991,MilkLove,11,100,2024/5/1,25993,1
r2992,NamneungNoey,3,2,2024/5/1,244,0
r2993,ViewJune,1,5,2024/5/2,310,1
r2994,ViewJune,8,8,2024/5/2,1018,1
r2995,ViewJune,3,18,2024/5/7,1598,0
r2996,ViewJune,1,10,2024/5/2,290,0
r2997,MilkLove,20,93,2024/5/2,15415,1
r2999,ViewJune,13,287,2024/5/6,38706,0
r3000,MilkLove,12,30,2024/5/2,6146,1
r3001,ViewJune,5,10,2024/5/2,1447,0
r3002,FreenBecky,2,4,2025/1/5,90,0
r3003,ViewJune,1,16,2024/5/2,531,0
r3005,ViewJune,5,8,2024/5/2,1333,0
r3007,MilkLove,10,14,2024/5/2,3074,0
r3008,ViewJune,4,12,2024/5/2,1142,1
r3009,ViewJune,4,86,2024/5/2,11606,1
r3010,LingOrm,7,22,2024/5/2,2228,0
r3011,LingOrm,10,68,2024/5/8,17374,0
r3012,EngLot,1,42,2024/5/2,6586,1
r3013,LingOrm,15,796,2024/5/4,224977,1
r3014,FayeYoko,16,151,2024/5/3,36964,1
r3015,FreenBecky,9,7,2024/5/3,1006,0
r3016,LingOrm,29,1097,2024/5/3,477539,1
r3017,LingOrm,20,987,2024/11/10,253938,1
r3018,FreenBecky,2,1,2024/5/3,213,0
r3019,MeenBabe,15,83,2024/5/4,30485,1
r3020,ViewJune,5,26,2024/5/3,2315,1
r3021,EngLot,29,312,2025/10/15,163161,1
r3022,NamtanFilm,1,39,2024/6/7,3726,0
r3023,EngLot,21,15,2024/5/4,11093,1
r3024,MeenBabe,6,14,2024/5/3,1722,0
r3025,ViewJune,6,14,2024/5/3,1759,0
r3026,FreenBecky,19,77,2024/6/1,19503,1
r3027,LingOrm,3,25,2024/5/4,4177,0
r3028,MilkLove,6,12,2024/5/5,1600,1
r3029,EngLot,19,316,2024/5/19,189160,1
r3030,EngLot,11,187,2024/5/13,59877,1
r3031,ViewJune,1,12,2024/5/4,686,0
r3032,ViewJune,8,18,2024/5/3,3501,1
r3033,ViewJune,5,32,2024/5/4,5014,1
r3034,BamYada,12,135,2024/5/3,32518,1
r3035,EngLot,5,0,2024/5/3,428,0
r3036,EngLot,18,3,2024/5/3,1837,0
r3038,FreenBecky,16,15,2024/5/4,5967,0
r3039,LingOrm,4,182,2024/6/2,24898,0
r3040,FreenBecky,27,23,2024/5/4,11332,1
r3041,MilkLove,9,36,2024/5/4,5161,1
r3042,EngLot,2,34,2024/5/9,4969,0
r3043,FayeYoko,2,14,2024/5/4,984,0
r3044,ViewJune,4,12,2024/5/4,1272,1
r3046,ViewJune,14,60,2024/5/8,12273,1
